1000000000 50000 1000000000
44515860 27751845 82586951 51883364
30241436 27125000 79975261 73221647
19698461 32595052 34203431 34028728
22068927 11718579 53743202 86151290
47360966 36262670 71079752 80726169
89677670 35890590 95679083 98947478
31994247 10844685 56184080 19033420
8146834 71633639 59667120 87919689
71895411 431998 98521571 30393885
52200205 97460847 61151302 98554831
43707463 89508814 80507879 97073944
7769404 81899695 40641533 91743805
8647952 68302161 99687735 72350870
37603892 14723185 43021952 96718827
48450407 82887870 81654092 86000098
52774318 70025959 96028744 93385415
32675647 23738935 77335977 59286538
89412297 22302122 96097665 57572403
29296539 5316816 29399750 22319214
41668915 6904635 54819635 77086509
2423354 49963336 34830575 88905902
62544884 35433651 94384975 44603333
75922943 26782570 83120376 65133825
492662 49507518 95392383 60701916
30545380 5671080 95736895 82414661
24499109 39132868 69864888 82461417
59357225 13125111 74346359 36112490
21482795 3366772 51432088 96551291
13065216 20670346 62247293 57913528
21451577 14156178 82678607 40791584
45529535 49289668 79618221 56197211
31676774 4896811 45410394 41407401
29605136 43382517 57517572 56320488
85917064 575525 96923996 43955670
46531131 10621519 69489610 81978731
18963762 75014586 77308518 96015051
5299738 24063607 54091846 25970410
52630846 30176123 71394282 61662171
3980054 19842372 74224616 60861187
12902866 35890082 18821143 42409697
74828723 22848803 83259610 88580899
21213670 43908419 62136717 53377962
36522860 6623194 52019044 16807085
2072894 9092089 56214823 34549946
3021976 24197598 63777219 89314869
53378496 4851076 95715639 69090753
32484587 2120725 63629174 73131750
4174797 10501528 96367113 33725763
29820001 9277506 89153674 82793242
7149464 2122667 69835277 27410361
704109 7901789 77898888 14242825
69451615 69200108 87696849 98032733
41587694 17234365 73667883 18812033
18778895 4651275 91110100 93481139
3629382 11902921 35106128 15868130
58613889 78831782 67978951 87074601
79583122 24365486 82478173 56067026
27539885 8584216 47334118 90892527
40459066 56865853 44493882 83984299
7224962 50459148 64953411 91554459
12775813 36709986 25021993 41347589
35893454 6384976 75233614 64798977
82844248 33347662 98123449 36232931
8430531 28352324 91727464 46533221
67222581 56140681 98586762 96318333
72779424 36282978 97768427 69514460
45976502 22051512 69729918 44780012
31758907 20849024 38077067 45896469
34461042 19958918 92726304 26764318
57945017 25783587 76738474 58322684
39583360 433102 56750843 41447317
22187536 76238569 72447039 91655608
3789561 34419766 35303982 55155681
66652321 58391428 67388304 68710393
11847703 10047797 58217366 54548891
11569057 76965174 86031512 88189977
56520175 14948977 77773475 46819601
46940742 67957801 96320415 77740164
50490840 26127287 99741325 74455944
9484099 30849197 70059837 45164607
13412830 65822961 80803950 79694568
14409130 18592474 80553120 24173047
42119832 22130611 54985702 50413313
10650676 16018829 46452971 17264787
3007147 14894103 3908536 65162674
11777502 3086938 16934699 23014447
66345879 8255540 98471498 44147469
1856455 67075124 81985199 91075810
15306295 24035655 74272510 24331447
10782008 46545064 12542475 54816452
58391705 64581387 64835487 94056967
22980695 17955695 97925651 69851912
56558848 22532244 58212457 58661453
28859227 70769209 32846880 76539717
32542350 12699208 87001642 20321513
61281850 29576823 67434724 35364541
9783676 65880062 59628149 92267898
67227797 45842960 99078145 94315527
11421528 6404281 82153167 6448577
10159801 6268831 30025254 66670884
49022143 7822652 67450285 25758958
8059131 9802523 61277380 15093061
43848588 22098774 77979536 30938870
5606556 16985613 96810083 37909617
17713431 13658843 46302394 36877074
54051137 40394322 98352936 95962187
57728640 51558420 58519356 87309620
12108422 14648477 95256953 27153550
86004689 71103110 86694250 89029624
8382776 43118991 76494064 59137188
9831812 85836452 56849639 94283276
14219074 53434896 70583560 69485304
55456128 4204285 94259415 24286331
6928809 70354146 32574849 91855149
5346254 27978664 74436281 63606518
9181916 73654515 48378802 75991448
26997998 16723433 41597168 69672669
49367616 26812784 81413050 70885636
56160380 36804780 56884851 79094699
21318714 7009541 65932475 32896718
75008592 63924341 86221580 82695853
13250576 14690483 36482655 80739425
21241967 32050372 81644332 71070880
57418240 30137822 62985269 71558526
1895251 49690686 10305246 84491993
90517971 31358166 91773319 89425634
28465234 24086731 52746098 93637394
21124576 29640512 38930357 55631678
44361318 28722734 46220025 34391861
42451542 43540595 79533112 61602789
37982968 30979740 71977007 35182987
12569221 58103605 58716661 63793900
82817718 1018393 98587338 94173360
15852633 13333342 98372539 65201633
1223672 84060323 30917742 98602584
40157676 51166414 98258290 52425084
3119531 52060699 89363732 83000597
42635954 72627826 80248521 85329898
54761405 42572228 58150798 93696793
52977893 18184606 88766221 72050254
55936903 43316929 62702532 73118638
16725745 4815672 29973472 71808718
43910617 55341453 91697042 98786459
4842988 1860846 84775201 18567543
19710993 48319876 35030380 65758802
7207466 46322768 86604296 94749660
71915794 63876509 80026306 80120208
7543648 7573870 98033587 26165267
35843695 37035663 53389783 59785593
25849887 29944794 33198904 40767039
3972944 23088358 92509199 82228211
64162376 17309545 92173696 70728635
26113943 25921471 79181950 34397313
5717406 7714887 94437363 49965640
23275424 14338987 64418730 20324605
55973260 6487464 86797303 32815050
19115090 26660402 92578089 50260888
72101709 67462359 93085587 87777429
76060887 47487732 86047336 71076508
8913425 8558495 61021473 98503373
473844 34077352 3186317 99525441
1597256 4357672 4711762 75501197
22154614 53291642 51285954 79024204
6518527 73741380 93225007 90323788
2742222 17345810 71163628 27838626
22176117 4490004 34175581 66645763
38129504 25485097 78254464 46735669
19814762 85762387 47005206 87760274
45118053 27399505 46082294 99723849
71217704 5626606 85130373 85226885
23942771 12859734 40577718 31473906
63162097 71756594 79919871 74961355
10745192 76134715 86702792 89862940
71538886 24535127 89825120 31766032
36857626 9529667 70647664 26376230
56632559 69916846 95212782 89460890
54514179 2869797 98290201 59040100
27614312 22010309 94410326 79072550
12809197 14818761 45092830 46262475
7851549 6632756 98499168 64686878
33706876 44059032 51866243 75339314
63839237 27982930 84647614 33833011
37242018 24123853 52634389 27035201
36116308 2796626 65183461 92562718
15575449 89668701 83485251 95507246
13797230 26542081 21749165 88754804
31497751 42365224 79423848 83902769
13628369 37204519 46903222 87759886
7431700 46928035 68503699 84788465
14589492 59000598 75599755 97303967
38964953 46089914 68292758 99654075
81221750 64573805 96474826 65031279
34355871 12224069 77703070 74372059
37184208 75443892 71221872 83556830
50134498 43759635 74485612 71289908
84261201 66963950 89918087 94297392
76423840 47375296 78273082 67927135
24025665 8676724 62807461 21876954
11107747 12209882 99567029 17561904
14116278 37614508 91905934 69755540
73168259 54678083 80236034 96222600
61019158 6023638 87803496 79912544
30155668 15659380 88271347 46132726
8075144 61959724 74556775 95800723
81736131 52491189 85665390 56873857
44702995 40005854 55289447 87470852
64032684 10322822 99282538 91924360
30710826 33915912 40315866 44719572
15574505 27066167 66781402 56354047
30833682 437885 36680394 58363441
41551435 11811969 88960265 24283503
10839229 44652271 40094716 89927865
83698447 47120711 85650739 68665046
9455047 30759250 82716472 34525824
40104710 61253303 70908679 61641907
80979961 22744223 89688143 52884046
302197 37589813 86736990 64807025
1376933 35371928 35175620 98539906
67842836 23076918 85516824 81159877
18098302 49591630 37269805 90286092
34815162 39484435 91948407 46643664
4544968 42980416 77104740 71316843
7708384 18733276 62030549 74249439
15252578 25893358 85227129 85161277
13594480 59729235 65594142 76109227
85798290 14685659 89382814 32909183
35742833 57545040 86512805 93444772
33902389 31847634 41698994 85314321
21745857 26275659 35194974 56079467
37096099 43200185 59763465 93691967
4726607 14795881 81920732 69367520
3375963 25468035 16478904 70860674
19637164 13196343 63326608 27508068
27482869 7656478 51822559 82427982
26713842 32338058 32221800 61742275
34993119 50102457 78552070 56441930
43060179 22306960 91737111 85251364
34768870 35457938 47246605 36719520
3097485 77156951 50582743 99990325
8484448 23519688 55586661 35712716
23554630 22126283 60511187 75306031
13015769 37935282 17723441 64861608
48803793 3513199 68165974 94576980
23611481 37343900 69727046 45160177
26808566 2746741 99608654 87309934
23119048 24625574 42480129 72568220
9106569 1116294 11125853 37213592
56213144 13401648 58160308 44418252
17584929 32724434 23969063 89044271
39709005 38092529 86025428 80512334
44218123 15248787 58720372 48670773
51889263 16131205 92283779 87301434
70822899 39301401 71708486 62761295
73007558 28286534 96193890 91336130
58280920 27384580 67716341 66437203
2880698 52750813 82735594 79495196
36992111 18397487 41176204 80060273
2574915 76731995 54643851 99427553
22194703 16199999 74716762 62187878
8787599 33605966 31751964 38444074
13541878 82127674 96638028 89115573
10078377 61675964 83485992 74452135
36810719 29739203 60547568 88143523
42088335 22361123 99485929 66635306
44767279 45563693 89183241 55541719
33405663 22242288 78269229 85039379
20454775 36647756 64048159 76053791
26266913 1002409 53150374 6998030
36745641 17047439 72626058 88723441
2913464 34932335 58733555 39342768
77746308 43385593 81459275 76612892
57745213 39867730 94656945 68750990
51314195 21070253 57283771 41403281
12517033 67208437 93956103 82866217
59452639 67540790 98944928 91214621
12802247 6245877 98811522 59807494
52093479 50015685 54919684 85637090
16677709 24508507 45352311 36951339
21153328 11531965 41964077 17859320
75818095 61907539 95440930 77714483
79491563 45102694 91211313 79095135
27734169 25697709 78211607 98451758
33764896 15431617 88622554 23109363
5252280 25094385 36228980 56240050
43113330 36642681 91707592 87038059
290531 13512958 15529029 71392524
55693917 34689509 97929670 46075108
14040578 28030728 41234851 93402803
69101515 41407291 94360787 45453158
48104275 84956166 70656575 86374309
21178283 19935549 99568771 62813588
36479338 16762099 51566387 82590936
42236917 84955830 56191086 98024062
83659058 68452959 97191873 99043206
34884335 36665096 85781948 84732364
36731665 47480837 63820098 58322283
52314644 47234692 57900188 57515967
62815255 10268289 82171609 38162636
75137936 4214392 87900631 4702933
55670542 16152564 56216955 24306054
16344119 1419548 65509710 29696264
20263210 26144309 79659368 39692674
37882121 70041239 38442582 72410571
4229113 681952 36347684 52706776
35106378 11208117 70784670 87227177
24740734 57990752 42690170 88400281
32719380 23464035 50469953 63488873
40360677 85158351 57870486 85821494
21241448 24677199 60722336 82355716
66746893 510059 76193751 54060237
54283177 18338320 95378119 77405940
76952678 26744276 77588970 28799021
7643205 20765125 51513559 31245014
22004597 37554436 68343399 55442983
19442298 45188033 88787856 91688840
4563531 33708354 77526157 64279586
38532171 19451391 86442698 24489995
13753217 48192783 52917284 52856360
72919718 85341928 82093565 95781520
53624749 11381725 67543489 94591883
82108607 80845841 83658932 96394077
28022354 14602169 31092460 69626362
33682829 16042414 73050085 83002367
1352162 54380600 12259629 70569309
14315366 41212015 31467119 93849806
15350582 49716821 81423443 70033955
54782454 5843953 91831220 79434934
12128591 15439708 85879243 96850806
1523402 633235 88991807 16088245
15922244 54164296 43377946 83379628
48464313 48042980 72347649 95000958
22867598 47264279 49568798 93081568
52164932 55105646 90004499 55275036
15255779 26130616 96880240 77418002
34765304 9837011 36626161 70000927
45127296 35102054 57019975 92668001
8068710 28457416 61904759 33340151
4965588 57451766 61751910 91664118
88909398 406319 98339069 22414015
58533857 47480293 59786874 91247883
3829463 6972596 22873081 75933241
34167859 20181040 41390539 83205294
9655055 16437365 70057375 17656336
34843368 21661669 38939964 99865220
29982929 28173348 33127518 91523960
88108784 21042923 97168400 26022745
21514195 26627896 49044835 93233738
27670971 43480234 93115423 95462852
567266 21036930 61845697 39738947
7784182 53289770 32059967 81234247
25831664 17186061 35399151 64151318
7746665 14970864 53411157 15803159
10373340 8439661 31391649 53384290
27486486 4778743 28420734 56697251
75620478 38960037 75697594 66676142
16606447 10408144 56414380 46268071
10689584 7910230 99870114 94277306
19919585 17236020 20313074 20953409
10617426 555302 87458344 88129607
24999523 3677207 46264432 88191281
57355695 55198279 70050929 81717593
26864702 87865678 30493636 92222388
3784106 52620696 53220327 59219759
4515896 40529781 22487491 46420460
56810104 249725 86224126 59536487
54863592 69318235 92404580 76929809
23175522 45578147 98333805 50118788
34785349 45614187 80571017 70594450
602365 2022103 94801669 85071566
56320957 22608079 61215487 86814432
60765827 22349801 75597399 68685586
27882909 48292696 76631026 76559424
12069017 12914953 60347393 62983947
17228363 29565976 73756040 35484837
9824717 24359935 42837775 62667764
18656485 29808833 78677728 70195119
55784516 62656086 56984212 91575002
56958030 30714451 76538781 94375996
89966238 28413122 96139437 99343742
87203950 45177601 87421266 74817263
22602400 69628100 74422591 71832005
15783557 15072635 73819723 24754641
20613353 77331302 95331619 93345643
45213278 36726401 96184666 43614079
36503880 32500983 50293198 73700504
23577771 57820776 58320414 74917653
68865044 12949822 85314545 95302893
23464254 21337099 76477921 61706162
54363741 81022946 81556408 86402800
77474141 20430593 86977175 39170523
